workerid, condition, stimulus, response
A3RUSZCTCN70EA,  1, 30, 5
A3RUSZCTCN70EA,  1, 95, 7
A3RUSZCTCN70EA,  1, 62, 5
A3RUSZCTCN70EA,  1, 24, 5
A3RUSZCTCN70EA,  1, 81, 6
A3RUSZCTCN70EA,  1, 96, 6
A3RUSZCTCN70EA,  1, 102, 3
A3RUSZCTCN70EA,  1, 55, 5
A3RUSZCTCN70EA,  1, 32, 6
A3RUSZCTCN70EA,  1, 106, 6
A3RUSZCTCN70EA,  1, 79, 7
A3RUSZCTCN70EA,  1, 66, 4
A3RUSZCTCN70EA,  1, 37, 7
A3RUSZCTCN70EA,  1, 68, 5
A3RUSZCTCN70EA,  1, 74, 6
A3RUSZCTCN70EA,  1, 14, 6
A3RUSZCTCN70EA,  1, 40, 7
A3RUSZCTCN70EA,  1, 35, 5
A3RUSZCTCN70EA,  1, 91, 6
A3RUSZCTCN70EA,  1, 20, 6
A3RUSZCTCN70EA,  1, 83, 4
A3RUSZCTCN70EA,  1, 42, 4
A3RUSZCTCN70EA,  1, 88, 3
A3RUSZCTCN70EA,  1, 28, 3
A3RUSZCTCN70EA,  1, 78, 4
A3RUSZCTCN70EA,  1, 53, 5
A3RUSZCTCN70EA,  1, 104, 3
A3RUSZCTCN70EA,  1, 41, 5
A3RUSZCTCN70EA,  1, 63, 6
A3RUSZCTCN70EA,  1, 21, 6
A3RUSZCTCN70EA,  1, 89, 4
A3RUSZCTCN70EA,  1, 93, 5
A3RUSZCTCN70EA,  1, 103, 3
A3RUSZCTCN70EA,  1, 23, 3
A3RUSZCTCN70EA,  1, 75, 6
A3RUSZCTCN70EA,  1, 5, 6
A3RUSZCTCN70EA,  1, 82, 3
A3RUSZCTCN70EA,  1, 56, 3
A3RUSZCTCN70EA,  1, 45, 2
A3RUSZCTCN70EA,  1, 15, 4
A3RUSZCTCN70EA,  1, 22, 5
AYSQP4FBX43KW,  1, 19, 6
AYSQP4FBX43KW,  1, 75, 2
AYSQP4FBX43KW,  1, 102, 6
AYSQP4FBX43KW,  1, 86, 2
AYSQP4FBX43KW,  1, 20, 6
AYSQP4FBX43KW,  1, 105, 2
AYSQP4FBX43KW,  1, 26, 2
AYSQP4FBX43KW,  1, 57, 6
AYSQP4FBX43KW,  1, 14, 6
AYSQP4FBX43KW,  1, 63, 6
AYSQP4FBX43KW,  1, 51, 2
AYSQP4FBX43KW,  1, 92, 6
AYSQP4FBX43KW,  1, 78, 2
AYSQP4FBX43KW,  1, 99, 2
AYSQP4FBX43KW,  1, 84, 6
AYSQP4FBX43KW,  1, 98, 2
AYSQP4FBX43KW,  1, 93, 6
AYSQP4FBX43KW,  1, 95, 6
AYSQP4FBX43KW,  1, 54, 2
AYSQP4FBX43KW,  1, 25, 6
AYSQP4FBX43KW,  1, 45, 2
AYSQP4FBX43KW,  1, 11, 6
AYSQP4FBX43KW,  1, 104, 6
AYSQP4FBX43KW,  1, 10, 2
AYSQP4FBX43KW,  1, 3, 6
AYSQP4FBX43KW,  1, 85, 2
AYSQP4FBX43KW,  1, 71, 2
AYSQP4FBX43KW,  1, 77, 2
AYSQP4FBX43KW,  1, 27, 2
AYSQP4FBX43KW,  1, 24, 6
AYSQP4FBX43KW,  1, 72, 2
AYSQP4FBX43KW,  1, 61, 6
AYSQP4FBX43KW,  1, 50, 6
AYSQP4FBX43KW,  1, 22, 6
AYSQP4FBX43KW,  1, 73, 6
AYSQP4FBX43KW,  1, 28, 2
AYSQP4FBX43KW,  1, 6, 6
AYSQP4FBX43KW,  1, 9, 2
AYSQP4FBX43KW,  1, 96, 6
AYSQP4FBX43KW,  1, 33, 6
AYSQP4FBX43KW,  1, 16, 2
AYSQP4FBX43KW,  1, 1, 6
AYSQP4FBX43KW,  1, 44, 2
AYSQP4FBX43KW,  1, 52, 6
AYSQP4FBX43KW,  1, 68, 2
AYSQP4FBX43KW,  1, 82, 2
AYSQP4FBX43KW,  1, 79, 6
AYSQP4FBX43KW,  1, 103, 2
AYSQP4FBX43KW,  1, 40, 6
AYSQP4FBX43KW,  1, 37, 6
AYSQP4FBX43KW,  1, 32, 6
AYSQP4FBX43KW,  1, 2, 6
AYSQP4FBX43KW,  1, 21, 6
AYSQP4FBX43KW,  1, 90, 6
AYSQP4FBX43KW,  1, 60, 2
AYSQP4FBX43KW,  1, 5, 6
AYSQP4FBX43KW,  1, 18, 2
AYSQP4FBX43KW,  1, 43, 6
AYSQP4FBX43KW,  1, 100, 2
AYSQP4FBX43KW,  1, 47, 6
AYSQP4FBX43KW,  1, 39, 6
AYSQP4FBX43KW,  1, 65, 6
AYSQP4FBX43KW,  1, 30, 2
AYSQP4FBX43KW,  1, 53, 2
AYSQP4FBX43KW,  1, 64, 2
AYSQP4FBX43KW,  1, 17, 2
AYSQP4FBX43KW,  1, 55, 2
AYSQP4FBX43KW,  1, 8, 6
AYSQP4FBX43KW,  1, 38, 6
AYSQP4FBX43KW,  1, 48, 2
AYSQP4FBX43KW,  1, 80, 6
AYSQP4FBX43KW,  1, 4, 6
AYSQP4FBX43KW,  1, 42, 6
AYSQP4FBX43KW,  1, 88, 6
AYSQP4FBX43KW,  1, 58, 6
AYSQP4FBX43KW,  1, 70, 6
AYSQP4FBX43KW,  1, 66, 2
AYSQP4FBX43KW,  1, 97, 6
AYSQP4FBX43KW,  1, 34, 6
AYSQP4FBX43KW,  1, 106, 2
AYSQP4FBX43KW,  1, 36, 2
AYSQP4FBX43KW,  1, 81, 6
AYSQP4FBX43KW,  1, 15, 2
AYSQP4FBX43KW,  1, 59, 2
AYSQP4FBX43KW,  1, 89, 6
AYSQP4FBX43KW,  1, 62, 2
AYSQP4FBX43KW,  1, 31, 6
AYSQP4FBX43KW,  1, 23, 2
AYSQP4FBX43KW,  1, 69, 6
AYSQP4FBX43KW,  1, 46, 2
AYSQP4FBX43KW,  1, 108, 6
AYSQP4FBX43KW,  1, 91, 6
AYSQP4FBX43KW,  1, 107, 6
AYSQP4FBX43KW,  1, 29, 2
AYSQP4FBX43KW,  1, 101, 2
AYSQP4FBX43KW,  1, 76, 6
AYSQP4FBX43KW,  1, 83, 6
AYSQP4FBX43KW,  1, 49, 2
AYSQP4FBX43KW,  1, 7, 6
AYSQP4FBX43KW,  1, 94, 6
AYSQP4FBX43KW,  1, 13, 6
AYSQP4FBX43KW,  1, 35, 6
AYSQP4FBX43KW,  1, 74, 2
AYSQP4FBX43KW,  1, 67, 6
AYSQP4FBX43KW,  1, 56, 2
AYSQP4FBX43KW,  1, 87, 2
AYSQP4FBX43KW,  1, 41, 6
AYSQP4FBX43KW,  1, 12, 2
A2NZ7RMSBXESNI,  1, 93, 6
A2NZ7RMSBXESNI,  1, 107, 7
A2NZ7RMSBXESNI,  1, 84, 3
A2NZ7RMSBXESNI,  1, 24, 1
A2NZ7RMSBXESNI,  1, 76, 4
A2NZ7RMSBXESNI,  1, 18, 1
A2NZ7RMSBXESNI,  1, 12, 3
A2NZ7RMSBXESNI,  1, 66, 2
A2NZ7RMSBXESNI,  1, 58, 6
A2NZ7RMSBXESNI,  1, 25, 4
A2NZ7RMSBXESNI,  1, 46, 2
A2NZ7RMSBXESNI,  1, 71, 5
A2NZ7RMSBXESNI,  1, 45, 5
A2NZ7RMSBXESNI,  1, 9, 5
A2NZ7RMSBXESNI,  1, 81, 6
A2NZ7RMSBXESNI,  1, 51, 4
A2NZ7RMSBXESNI,  1, 34, 3
A2NZ7RMSBXESNI,  1, 103, 6
A2NZ7RMSBXESNI,  1, 32, 5
A2NZ7RMSBXESNI,  1, 97, 7
A2NZ7RMSBXESNI,  1, 92, 4
A2NZ7RMSBXESNI,  1, 47, 3
A2NZ7RMSBXESNI,  1, 62, 2
A2NZ7RMSBXESNI,  1, 14, 4
A2NZ7RMSBXESNI,  1, 36, 6
A2NZ7RMSBXESNI,  1, 41, 6
A2NZ7RMSBXESNI,  1, 10, 1
A2NZ7RMSBXESNI,  1, 30, 5
A2NZ7RMSBXESNI,  1, 3, 6
A2NZ7RMSBXESNI,  1, 91, 4
A2NZ7RMSBXESNI,  1, 100, 1
A2NZ7RMSBXESNI,  1, 104, 2
A2NZ7RMSBXESNI,  1, 43, 5
A2NZ7RMSBXESNI,  1, 57, 6
A2NZ7RMSBXESNI,  1, 8, 4
A2NZ7RMSBXESNI,  1, 82, 6
A2NZ7RMSBXESNI,  1, 5, 5
A2NZ7RMSBXESNI,  1, 77, 2
A2NZ7RMSBXESNI,  1, 19, 6
A2NZ7RMSBXESNI,  1, 108, 5
A2NZ7RMSBXESNI,  1, 96, 6
A2NZ7RMSBXESNI,  1, 13, 2
A2NZ7RMSBXESNI,  1, 1, 5
A2NZ7RMSBXESNI,  1, 38, 5
A2NZ7RMSBXESNI,  1, 79, 3
A2NZ7RMSBXESNI,  1, 48, 2
A2NZ7RMSBXESNI,  1, 54, 4
A2NZ7RMSBXESNI,  1, 78, 2
A2NZ7RMSBXESNI,  1, 99, 2
A2NZ7RMSBXESNI,  1, 20, 6
A2NZ7RMSBXESNI,  1, 60, 3
A2NZ7RMSBXESNI,  1, 72, 1
A2NZ7RMSBXESNI,  1, 16, 6
A2NZ7RMSBXESNI,  1, 4, 7
A2NZ7RMSBXESNI,  1, 42, 4
A2NZ7RMSBXESNI,  1, 73, 6
A2NZ7RMSBXESNI,  1, 70, 6
A2NZ7RMSBXESNI,  1, 35, 7
A2NZ7RMSBXESNI,  1, 7, 4
A2NZ7RMSBXESNI,  1, 105, 4
A2NZ7RMSBXESNI,  1, 85, 3
A2NZ7RMSBXESNI,  1, 50, 5
A2NZ7RMSBXESNI,  1, 2, 5
A2NZ7RMSBXESNI,  1, 80, 6
A2NZ7RMSBXESNI,  1, 53, 7
A2NZ7RMSBXESNI,  1, 67, 5
A2NZ7RMSBXESNI,  1, 37, 7
A2NZ7RMSBXESNI,  1, 56, 6
A2NZ7RMSBXESNI,  1, 27, 2
A2NZ7RMSBXESNI,  1, 28, 1
A2NZ7RMSBXESNI,  1, 44, 6
A2NZ7RMSBXESNI,  1, 90, 7
A2NZ7RMSBXESNI,  1, 22, 7
A2NZ7RMSBXESNI,  1, 102, 5
A2NZ7RMSBXESNI,  1, 21, 6
A2NZ7RMSBXESNI,  1, 31, 6
A2NZ7RMSBXESNI,  1, 83, 4
A2NZ7RMSBXESNI,  1, 87, 4
A2NZ7RMSBXESNI,  1, 55, 5
A2NZ7RMSBXESNI,  1, 49, 5
A2NZ7RMSBXESNI,  1, 59, 3
A2NZ7RMSBXESNI,  1, 61, 6
A2NZ7RMSBXESNI,  1, 95, 7
A2NZ7RMSBXESNI,  1, 89, 6
A2NZ7RMSBXESNI,  1, 26, 6
A2NZ7RMSBXESNI,  1, 101, 6
A2NZ7RMSBXESNI,  1, 33, 4
A2NZ7RMSBXESNI,  1, 106, 4
A2NZ7RMSBXESNI,  1, 11, 6
A2NZ7RMSBXESNI,  1, 98, 4
A2NZ7RMSBXESNI,  1, 29, 5
A2NZ7RMSBXESNI,  1, 68, 6
A2NZ7RMSBXESNI,  1, 74, 2
A2NZ7RMSBXESNI,  1, 86, 1
A2NZ7RMSBXESNI,  1, 69, 4
A2NZ7RMSBXESNI,  1, 64, 3
A2NZ7RMSBXESNI,  1, 40, 7
A2NZ7RMSBXESNI,  1, 23, 4
A2NZ7RMSBXESNI,  1, 75, 6
A2NZ7RMSBXESNI,  1, 94, 5
A2NZ7RMSBXESNI,  1, 6, 5
A2NZ7RMSBXESNI,  1, 15, 6
A2NZ7RMSBXESNI,  1, 65, 3
A2NZ7RMSBXESNI,  1, 52, 6
A2NZ7RMSBXESNI,  1, 63, 6
A2NZ7RMSBXESNI,  1, 39, 6
A2NZ7RMSBXESNI,  1, 17, 4
A2NZ7RMSBXESNI,  1, 88, 6
A1HM3HBBN0GWOZ,  1, 59, 4
A1HM3HBBN0GWOZ,  1, 25, 5
A1HM3HBBN0GWOZ,  1, 105, 5
A1HM3HBBN0GWOZ,  1, 60, 3
A1HM3HBBN0GWOZ,  1, 89, 4
A1HM3HBBN0GWOZ,  1, 80, 5
A1HM3HBBN0GWOZ,  1, 97, 3
A1HM3HBBN0GWOZ,  1, 47, 5
A1HM3HBBN0GWOZ,  1, 37, 6
A1HM3HBBN0GWOZ,  1, 16, 5
A1HM3HBBN0GWOZ,  1, 95, 6
A1HM3HBBN0GWOZ,  1, 24, 2
A1HM3HBBN0GWOZ,  1, 18, 4
A1HM3HBBN0GWOZ,  1, 108, 3
A1HM3HBBN0GWOZ,  1, 81, 6
A1HM3HBBN0GWOZ,  1, 88, 3
A1HM3HBBN0GWOZ,  1, 53, 5
A1HM3HBBN0GWOZ,  1, 11, 4
A1HM3HBBN0GWOZ,  1, 15, 5
A1HM3HBBN0GWOZ,  1, 77, 6
A1HM3HBBN0GWOZ,  1, 55, 3
A1HM3HBBN0GWOZ,  1, 99, 6
A1HM3HBBN0GWOZ,  1, 63, 6
A1HM3HBBN0GWOZ,  1, 98, 3
A1HM3HBBN0GWOZ,  1, 69, 5
A1HM3HBBN0GWOZ,  1, 94, 6
A1HM3HBBN0GWOZ,  1, 92, 7
A1HM3HBBN0GWOZ,  1, 14, 3
A1HM3HBBN0GWOZ,  1, 30, 2
A1HM3HBBN0GWOZ,  1, 13, 6
A1HM3HBBN0GWOZ,  1, 36, 3
A1HM3HBBN0GWOZ,  1, 49, 5
A1HM3HBBN0GWOZ,  1, 9, 6
A1HM3HBBN0GWOZ,  1, 19, 5
A1HM3HBBN0GWOZ,  1, 4, 2
A1HM3HBBN0GWOZ,  1, 71, 3
A1HM3HBBN0GWOZ,  1, 102, 3
A1HM3HBBN0GWOZ,  1, 5, 7
A1HM3HBBN0GWOZ,  1, 100, 2
A1HM3HBBN0GWOZ,  1, 106, 3
A1HM3HBBN0GWOZ,  1, 86, 2
A1HM3HBBN0GWOZ,  1, 57, 6
A1HM3HBBN0GWOZ,  1, 54, 3
A1HM3HBBN0GWOZ,  1, 101, 5
A1HM3HBBN0GWOZ,  1, 72, 4
A1HM3HBBN0GWOZ,  1, 46, 1
A1HM3HBBN0GWOZ,  1, 66, 2
A1HM3HBBN0GWOZ,  1, 41, 7
A1HM3HBBN0GWOZ,  1, 78, 2
A1HM3HBBN0GWOZ,  1, 107, 3
A1HM3HBBN0GWOZ,  1, 26, 5
A1HM3HBBN0GWOZ,  1, 83, 6
A1HM3HBBN0GWOZ,  1, 43, 4
A1HM3HBBN0GWOZ,  1, 75, 7
A1HM3HBBN0GWOZ,  1, 17, 5
A1HM3HBBN0GWOZ,  1, 76, 6
A1HM3HBBN0GWOZ,  1, 61, 6
A1HM3HBBN0GWOZ,  1, 31, 3
A1HM3HBBN0GWOZ,  1, 74, 5
A1HM3HBBN0GWOZ,  1, 12, 3
A1HM3HBBN0GWOZ,  1, 29, 5
A1HM3HBBN0GWOZ,  1, 44, 1
A1HM3HBBN0GWOZ,  1, 73, 6
A1HM3HBBN0GWOZ,  1, 82, 1
A1HM3HBBN0GWOZ,  1, 91, 6
A1HM3HBBN0GWOZ,  1, 38, 6
A1HM3HBBN0GWOZ,  1, 65, 5
A1HM3HBBN0GWOZ,  1, 2, 4
A1HM3HBBN0GWOZ,  1, 27, 5
A1HM3HBBN0GWOZ,  1, 104, 2
A1HM3HBBN0GWOZ,  1, 34, 5
A1HM3HBBN0GWOZ,  1, 93, 5
A1HM3HBBN0GWOZ,  1, 6, 6
A1HM3HBBN0GWOZ,  1, 103, 6
A1HM3HBBN0GWOZ,  1, 67, 3
A1HM3HBBN0GWOZ,  1, 40, 5
A1HM3HBBN0GWOZ,  1, 68, 3
A1HM3HBBN0GWOZ,  1, 7, 4
A1HM3HBBN0GWOZ,  1, 62, 5
A1HM3HBBN0GWOZ,  1, 21, 6
A1HM3HBBN0GWOZ,  1, 70, 5
A1HM3HBBN0GWOZ,  1, 56, 7
A1HM3HBBN0GWOZ,  1, 50, 2
A1HM3HBBN0GWOZ,  1, 64, 5
A1HM3HBBN0GWOZ,  1, 87, 5
A1HM3HBBN0GWOZ,  1, 52, 3
A1HM3HBBN0GWOZ,  1, 45, 3
A1HM3HBBN0GWOZ,  1, 85, 5
A1HM3HBBN0GWOZ,  1, 51, 5
A1HM3HBBN0GWOZ,  1, 33, 6
A1HM3HBBN0GWOZ,  1, 96, 6
A1HM3HBBN0GWOZ,  1, 23, 3
A1HM3HBBN0GWOZ,  1, 48, 4
A1HM3HBBN0GWOZ,  1, 32, 6
A1HM3HBBN0GWOZ,  1, 10, 5
A1HM3HBBN0GWOZ,  1, 84, 6
A1HM3HBBN0GWOZ,  1, 22, 7
A1HM3HBBN0GWOZ,  1, 58, 6
A1HM3HBBN0GWOZ,  1, 79, 6
A1HM3HBBN0GWOZ,  1, 8, 6
A1HM3HBBN0GWOZ,  1, 39, 6
A1HM3HBBN0GWOZ,  1, 42, 6
A1HM3HBBN0GWOZ,  1, 1, 6
A1HM3HBBN0GWOZ,  1, 3, 6
A1HM3HBBN0GWOZ,  1, 35, 3
A1HM3HBBN0GWOZ,  1, 20, 6
A1HM3HBBN0GWOZ,  1, 28, 1
A1HM3HBBN0GWOZ,  1, 90, 4
A9ZCY6FLUCIU1,  1, 40, 5
A9ZCY6FLUCIU1,  1, 23, 4
A9ZCY6FLUCIU1,  1, 5, 5
A9ZCY6FLUCIU1,  1, 76, 4
A9ZCY6FLUCIU1,  1, 37, 4
A9ZCY6FLUCIU1,  1, 32, 4
A9ZCY6FLUCIU1,  1, 84, 4
A9ZCY6FLUCIU1,  1, 74, 3
A9ZCY6FLUCIU1,  1, 30, 4
A9ZCY6FLUCIU1,  1, 53, 5
A9ZCY6FLUCIU1,  1, 72, 3
A9ZCY6FLUCIU1,  1, 92, 5
A9ZCY6FLUCIU1,  1, 35, 4
A9ZCY6FLUCIU1,  1, 28, 2
A9ZCY6FLUCIU1,  1, 22, 4
A9ZCY6FLUCIU1,  1, 4, 4
A9ZCY6FLUCIU1,  1, 66, 3
A9ZCY6FLUCIU1,  1, 52, 3
A9ZCY6FLUCIU1,  1, 45, 4
A9ZCY6FLUCIU1,  1, 57, 5
A9ZCY6FLUCIU1,  1, 68, 5
A9ZCY6FLUCIU1,  1, 47, 3
A9ZCY6FLUCIU1,  1, 10, 2
A9ZCY6FLUCIU1,  1, 51, 4
A9ZCY6FLUCIU1,  1, 88, 3
A9ZCY6FLUCIU1,  1, 25, 5
A9ZCY6FLUCIU1,  1, 18, 4
A9ZCY6FLUCIU1,  1, 59, 3
A9ZCY6FLUCIU1,  1, 106, 5
A9ZCY6FLUCIU1,  1, 33, 3
A9ZCY6FLUCIU1,  1, 67, 4
A9ZCY6FLUCIU1,  1, 38, 5
A9ZCY6FLUCIU1,  1, 1, 6
A9ZCY6FLUCIU1,  1, 105, 6
A9ZCY6FLUCIU1,  1, 24, 4
A9ZCY6FLUCIU1,  1, 61, 5
A9ZCY6FLUCIU1,  1, 50, 3
A9ZCY6FLUCIU1,  1, 56, 5
A9ZCY6FLUCIU1,  1, 86, 3
A9ZCY6FLUCIU1,  1, 70, 4
A9ZCY6FLUCIU1,  1, 90, 4
A9ZCY6FLUCIU1,  1, 80, 5
A9ZCY6FLUCIU1,  1, 9, 5
A9ZCY6FLUCIU1,  1, 14, 5
A9ZCY6FLUCIU1,  1, 89, 6
A9ZCY6FLUCIU1,  1, 46, 2
A9ZCY6FLUCIU1,  1, 60, 4
A9ZCY6FLUCIU1,  1, 21, 6
A9ZCY6FLUCIU1,  1, 55, 5
A9ZCY6FLUCIU1,  1, 79, 7
A9ZCY6FLUCIU1,  1, 65, 5
A9ZCY6FLUCIU1,  1, 29, 4
A9ZCY6FLUCIU1,  1, 3, 4
A9ZCY6FLUCIU1,  1, 49, 5
A9ZCY6FLUCIU1,  1, 44, 4
A9ZCY6FLUCIU1,  1, 85, 3
A9ZCY6FLUCIU1,  1, 73, 5
A9ZCY6FLUCIU1,  1, 101, 4
A9ZCY6FLUCIU1,  1, 64, 3
A9ZCY6FLUCIU1,  1, 34, 5
A9ZCY6FLUCIU1,  1, 87, 5
A9ZCY6FLUCIU1,  1, 17, 3
A9ZCY6FLUCIU1,  1, 15, 5
A9ZCY6FLUCIU1,  1, 99, 6
A9ZCY6FLUCIU1,  1, 71, 3
A9ZCY6FLUCIU1,  1, 75, 5
A9ZCY6FLUCIU1,  1, 20, 6
A9ZCY6FLUCIU1,  1, 42, 4
A9ZCY6FLUCIU1,  1, 2, 6
A9ZCY6FLUCIU1,  1, 78, 5
A9ZCY6FLUCIU1,  1, 98, 4
A9ZCY6FLUCIU1,  1, 6, 6
A9ZCY6FLUCIU1,  1, 77, 4
A9ZCY6FLUCIU1,  1, 69, 6
A9ZCY6FLUCIU1,  1, 12, 3
A9ZCY6FLUCIU1,  1, 39, 7
A9ZCY6FLUCIU1,  1, 108, 6
A9ZCY6FLUCIU1,  1, 27, 3
A9ZCY6FLUCIU1,  1, 97, 5
A9ZCY6FLUCIU1,  1, 82, 3
A9ZCY6FLUCIU1,  1, 41, 6
A9ZCY6FLUCIU1,  1, 104, 5
A9ZCY6FLUCIU1,  1, 103, 5
A9ZCY6FLUCIU1,  1, 26, 6
A9ZCY6FLUCIU1,  1, 96, 7
A9ZCY6FLUCIU1,  1, 83, 7
A9ZCY6FLUCIU1,  1, 19, 7
A9ZCY6FLUCIU1,  1, 48, 4
A9ZCY6FLUCIU1,  1, 94, 6
A9ZCY6FLUCIU1,  1, 43, 6
A9ZCY6FLUCIU1,  1, 11, 6
A9ZCY6FLUCIU1,  1, 100, 3
A9ZCY6FLUCIU1,  1, 7, 5
A9ZCY6FLUCIU1,  1, 95, 6
A9ZCY6FLUCIU1,  1, 54, 4
A9ZCY6FLUCIU1,  1, 13, 6
A9ZCY6FLUCIU1,  1, 31, 5
A9ZCY6FLUCIU1,  1, 62, 4
A9ZCY6FLUCIU1,  1, 63, 4
A9ZCY6FLUCIU1,  1, 16, 3
A9ZCY6FLUCIU1,  1, 58, 7
A9ZCY6FLUCIU1,  1, 36, 5
A9ZCY6FLUCIU1,  1, 93, 6
A9ZCY6FLUCIU1,  1, 107, 6
A9ZCY6FLUCIU1,  1, 8, 5
A9ZCY6FLUCIU1,  1, 102, 3
A9ZCY6FLUCIU1,  1, 91, 4
A9ZCY6FLUCIU1,  1, 81, 6
A37XJVQF62ZYC,  1, 74, 1
A37XJVQF62ZYC,  1, 69, 1
A37XJVQF62ZYC,  1, 102, 1
A37XJVQF62ZYC,  1, 80, 1
A37XJVQF62ZYC,  1, 47, 7
A37XJVQF62ZYC,  1, 78, 1
A37XJVQF62ZYC,  1, 103, 7
A37XJVQF62ZYC,  1, 67, 7
A37XJVQF62ZYC,  1, 73, 7
A37XJVQF62ZYC,  1, 71, 1
A37XJVQF62ZYC,  1, 15, 7
A37XJVQF62ZYC,  1, 19, 7
A37XJVQF62ZYC,  1, 48, 1
A37XJVQF62ZYC,  1, 34, 7
A37XJVQF62ZYC,  1, 18, 2
A37XJVQF62ZYC,  1, 56, 3
A37XJVQF62ZYC,  1, 86, 1
A37XJVQF62ZYC,  1, 13, 7
A37XJVQF62ZYC,  1, 62, 5
A37XJVQF62ZYC,  1, 93, 6
A37XJVQF62ZYC,  1, 9, 2
A37XJVQF62ZYC,  1, 26, 2
A37XJVQF62ZYC,  1, 2, 6
A37XJVQF62ZYC,  1, 43, 7
A37XJVQF62ZYC,  1, 107, 7
A37XJVQF62ZYC,  1, 64, 7
A37XJVQF62ZYC,  1, 30, 5
A37XJVQF62ZYC,  1, 25, 7
A37XJVQF62ZYC,  1, 21, 5
A37XJVQF62ZYC,  1, 76, 6
A37XJVQF62ZYC,  1, 51, 3
A37XJVQF62ZYC,  1, 97, 7
A37XJVQF62ZYC,  1, 63, 7
A37XJVQF62ZYC,  1, 23, 2
A37XJVQF62ZYC,  1, 17, 1
A37XJVQF62ZYC,  1, 104, 4
A37XJVQF62ZYC,  1, 91, 7
A37XJVQF62ZYC,  1, 85, 1
A37XJVQF62ZYC,  1, 33, 7
A37XJVQF62ZYC,  1, 3, 5
A37XJVQF62ZYC,  1, 39, 5
A37XJVQF62ZYC,  1, 7, 6
A37XJVQF62ZYC,  1, 106, 1
A37XJVQF62ZYC,  1, 46, 1
A37XJVQF62ZYC,  1, 105, 5
A37XJVQF62ZYC,  1, 35, 6
A37XJVQF62ZYC,  1, 61, 5
A37XJVQF62ZYC,  1, 5, 6
A37XJVQF62ZYC,  1, 41, 6
A37XJVQF62ZYC,  1, 82, 7
A37XJVQF62ZYC,  1, 37, 7
A37XJVQF62ZYC,  1, 4, 2
A37XJVQF62ZYC,  1, 31, 4
A37XJVQF62ZYC,  1, 84, 6
A37XJVQF62ZYC,  1, 45, 1
A37XJVQF62ZYC,  1, 96, 7
A37XJVQF62ZYC,  1, 42, 5
A37XJVQF62ZYC,  1, 12, 4
A37XJVQF62ZYC,  1, 89, 4
A37XJVQF62ZYC,  1, 99, 5
A37XJVQF62ZYC,  1, 75, 5
A37XJVQF62ZYC,  1, 88, 2
A37XJVQF62ZYC,  1, 1, 5
A37XJVQF62ZYC,  1, 6, 4
A37XJVQF62ZYC,  1, 59, 2
A37XJVQF62ZYC,  1, 27, 1
A37XJVQF62ZYC,  1, 28, 1
A37XJVQF62ZYC,  1, 40, 5
A37XJVQF62ZYC,  1, 57, 3
A37XJVQF62ZYC,  1, 66, 1
A37XJVQF62ZYC,  1, 24, 4
A37XJVQF62ZYC,  1, 38, 5
A37XJVQF62ZYC,  1, 90, 1
A37XJVQF62ZYC,  1, 70, 2
A37XJVQF62ZYC,  1, 108, 6
A37XJVQF62ZYC,  1, 101, 1
A37XJVQF62ZYC,  1, 98, 1
A37XJVQF62ZYC,  1, 100, 1
A37XJVQF62ZYC,  1, 60, 3
A37XJVQF62ZYC,  1, 49, 6
A37XJVQF62ZYC,  1, 36, 7
A37XJVQF62ZYC,  1, 50, 6
A37XJVQF62ZYC,  1, 55, 1
A37XJVQF62ZYC,  1, 92, 5
A37XJVQF62ZYC,  1, 16, 2
A37XJVQF62ZYC,  1, 58, 4
A37XJVQF62ZYC,  1, 83, 7
A37XJVQF62ZYC,  1, 11, 5
A37XJVQF62ZYC,  1, 79, 7
A37XJVQF62ZYC,  1, 95, 7
A37XJVQF62ZYC,  1, 68, 4
A37XJVQF62ZYC,  1, 14, 7
A37XJVQF62ZYC,  1, 52, 2
A37XJVQF62ZYC,  1, 72, 1
A37XJVQF62ZYC,  1, 32, 4
A37XJVQF62ZYC,  1, 10, 1
A37XJVQF62ZYC,  1, 8, 6
A37XJVQF62ZYC,  1, 81, 4
A37XJVQF62ZYC,  1, 22, 7
A37XJVQF62ZYC,  1, 65, 2
A37XJVQF62ZYC,  1, 94, 4
A37XJVQF62ZYC,  1, 29, 5
A37XJVQF62ZYC,  1, 44, 7
A37XJVQF62ZYC,  1, 87, 2
A37XJVQF62ZYC,  1, 20, 3
A37XJVQF62ZYC,  1, 54, 1
A37XJVQF62ZYC,  1, 53, 1
A37XJVQF62ZYC,  1, 77, 1
A26NGLGGFTATVN,  1, 52, 1
A26NGLGGFTATVN,  1, 93, 5
A26NGLGGFTATVN,  1, 94, 6
A26NGLGGFTATVN,  1, 9, 7
A26NGLGGFTATVN,  1, 5, 4
A26NGLGGFTATVN,  1, 72, 1
A26NGLGGFTATVN,  1, 57, 4
A26NGLGGFTATVN,  1, 91, 5
A26NGLGGFTATVN,  1, 37, 7
A26NGLGGFTATVN,  1, 36, 4
A26NGLGGFTATVN,  1, 35, 3
A26NGLGGFTATVN,  1, 28, 1
A26NGLGGFTATVN,  1, 65, 2
A26NGLGGFTATVN,  1, 55, 4
A26NGLGGFTATVN,  1, 85, 5
A26NGLGGFTATVN,  1, 83, 4
A26NGLGGFTATVN,  1, 49, 5
A26NGLGGFTATVN,  1, 95, 6
