workerid, condition, stimulus, ground_truth, response, correct, rt
A2XU1TSQD45EB4,  150, 078, 0, 1, 0, 1452
A2XU1TSQD45EB4,  150, 056, 0, 0, 1, 1862
A2XU1TSQD45EB4,  150, 077, 0, 1, 0, 1911
A2XU1TSQD45EB4,  150, 044, 1, 1, 1, 1432
A2XU1TSQD45EB4,  150, 007, 1, 0, 0, 1234
A2XU1TSQD45EB4,  150, 005, 1, 0, 0, 1127
A2XU1TSQD45EB4,  150, 019, 1, 1, 1, 1334
A2XU1TSQD45EB4,  150, 048, 1, 0, 0, 1907
A2XU1TSQD45EB4,  150, 069, 0, 1, 0, 1377
A2XU1TSQD45EB4,  150, 089, 0, 1, 0, 1347
A2XU1TSQD45EB4,  150, 022, 1, 1, 1, 1346
A2XU1TSQD45EB4,  150, 083, 0, 1, 0, 1488
A2XU1TSQD45EB4,  150, 080, 0, 0, 1, 1359
A2XU1TSQD45EB4,  150, 058, 0, 1, 0, 1377
A2XU1TSQD45EB4,  150, 029, 1, 1, 1, 1315
A2XU1TSQD45EB4,  150, 057, 0, 0, 1, 1554
A2XU1TSQD45EB4,  150, 027, 1, 1, 1, 1351
A2XU1TSQD45EB4,  150, 017, 1, 0, 0, 2251
A2XU1TSQD45EB4,  150, 059, 0, 1, 0, 1723
A2XU1TSQD45EB4,  150, 025, 1, 1, 1, 971
A2XU1TSQD45EB4,  150, 039, 1, 0, 0, 1133
A2XU1TSQD45EB4,  150, 066, 0, 0, 1, 1343
A2XU1TSQD45EB4,  150, 079, 0, 1, 0, 1225
A2XU1TSQD45EB4,  150, 015, 1, 1, 1, 1290
A2XU1TSQD45EB4,  150, 028, 1, 0, 0, 1015
A2XU1TSQD45EB4,  150, 074, 0, 1, 0, 1030
A2XU1TSQD45EB4,  150, 013, 1, 1, 1, 1585
A2XU1TSQD45EB4,  150, 031, 1, 1, 1, 1973
A2XU1TSQD45EB4,  150, 008, 1, 0, 0, 40
A2XU1TSQD45EB4,  150, 037, 1, 1, 1, 698
A2XU1TSQD45EB4,  150, 009, 1, 1, 1, 1219
A2XU1TSQD45EB4,  150, 024, 1, 1, 1, 1343
A2XU1TSQD45EB4,  150, 054, 0, 0, 1, 1426
A2XU1TSQD45EB4,  150, 049, 0, 1, 0, 1442
A2XU1TSQD45EB4,  150, 026, 1, 0, 0, 1759
A2XU1TSQD45EB4,  150, 018, 1, 1, 1, 1465
A2XU1TSQD45EB4,  150, 060, 0, 1, 0, 1270
A2XU1TSQD45EB4,  150, 003, 1, 1, 1, 1668
A2XU1TSQD45EB4,  150, 023, 1, 0, 0, 1964
A2XU1TSQD45EB4,  150, 082, 0, 1, 0, 2514
A2XU1TSQD45EB4,  150, 096, 0, 1, 0, 1093
A2XU1TSQD45EB4,  150, 088, 0, 1, 0, 1579
A2XU1TSQD45EB4,  150, 041, 1, 0, 0, 1136
A2XU1TSQD45EB4,  150, 084, 0, 0, 1, 1246
A2XU1TSQD45EB4,  150, 030, 1, 1, 1, 1230
A2XU1TSQD45EB4,  150, 086, 0, 0, 1, 1347
A2XU1TSQD45EB4,  150, 061, 0, 0, 1, 1207
A2XU1TSQD45EB4,  150, 046, 1, 0, 0, 1392
A2XU1TSQD45EB4,  150, 012, 1, 1, 1, 1778
A2XU1TSQD45EB4,  150, 073, 0, 1, 0, 1595
A2XU1TSQD45EB4,  150, 001, 1, 1, 1, 2856
A2XU1TSQD45EB4,  150, 020, 1, 0, 0, 1196
A2XU1TSQD45EB4,  150, 036, 1, 1, 1, 1112
A2XU1TSQD45EB4,  150, 091, 0, 0, 1, 1536
A2XU1TSQD45EB4,  150, 090, 0, 1, 0, 1143
A2XU1TSQD45EB4,  150, 050, 0, 0, 1, 1152
A2XU1TSQD45EB4,  150, 011, 1, 1, 1, 1197
A2XU1TSQD45EB4,  150, 072, 0, 1, 0, 1272
A2XU1TSQD45EB4,  150, 070, 0, 1, 0, 1327
A2XU1TSQD45EB4,  150, 094, 0, 1, 0, 1232
A2XU1TSQD45EB4,  150, 067, 0, 1, 0, 1683
A2XU1TSQD45EB4,  150, 076, 0, 0, 1, 1493
A2XU1TSQD45EB4,  150, 004, 1, 0, 0, 1225
A2XU1TSQD45EB4,  150, 093, 0, 1, 0, 1793
A2XU1TSQD45EB4,  150, 010, 1, 1, 1, 1021
A2XU1TSQD45EB4,  150, 087, 0, 0, 1, 1207
A2XU1TSQD45EB4,  150, 033, 1, 0, 0, 1338
A2XU1TSQD45EB4,  150, 014, 1, 1, 1, 1441
A2XU1TSQD45EB4,  150, 053, 0, 1, 0, 1243
A2XU1TSQD45EB4,  150, 021, 1, 1, 1, 1415
A2XU1TSQD45EB4,  150, 047, 1, 0, 0, 1160
A2XU1TSQD45EB4,  150, 045, 1, 0, 0, 1306
A2XU1TSQD45EB4,  150, 040, 1, 0, 0, 3445
A2XU1TSQD45EB4,  150, 095, 0, 1, 0, 1627
A2XU1TSQD45EB4,  150, 051, 0, 0, 1, 1970
A2XU1TSQD45EB4,  150, 065, 0, 0, 1, 1837
A2XU1TSQD45EB4,  150, 035, 1, 0, 0, 1268
A2XU1TSQD45EB4,  150, 064, 0, 0, 1, 1427
A2XU1TSQD45EB4,  150, 085, 0, 0, 1, 1328
A2XU1TSQD45EB4,  150, 055, 0, 1, 0, 1289
A2XU1TSQD45EB4,  150, 038, 1, 1, 1, 1086
A2XU1TSQD45EB4,  150, 043, 1, 1, 1, 1212
A2XU1TSQD45EB4,  150, 081, 0, 0, 1, 1169
A2XU1TSQD45EB4,  150, 034, 1, 1, 1, 928
A2XU1TSQD45EB4,  150, 032, 1, 1, 1, 1475
A1I9ZBV75AVWUS,  150, 078, 0, 0, 1, 924
A1I9ZBV75AVWUS,  150, 080, 0, 1, 0, 1837
A1I9ZBV75AVWUS,  150, 016, 1, 0, 0, 849
A1I9ZBV75AVWUS,  150, 019, 1, 0, 0, 603
A1I9ZBV75AVWUS,  150, 024, 1, 0, 0, 677
A1I9ZBV75AVWUS,  150, 005, 1, 1, 1, 920
A1I9ZBV75AVWUS,  150, 073, 0, 0, 1, 613
A1I9ZBV75AVWUS,  150, 017, 1, 0, 0, 1312
A1I9ZBV75AVWUS,  150, 046, 1, 1, 1, 559
A1I9ZBV75AVWUS,  150, 032, 1, 1, 1, 1113
A1I9ZBV75AVWUS,  150, 037, 1, 1, 1, 1959
A1I9ZBV75AVWUS,  150, 011, 1, 1, 1, 766
A1I9ZBV75AVWUS,  150, 048, 1, 0, 0, 777
A1I9ZBV75AVWUS,  150, 030, 1, 1, 1, 614
A1I9ZBV75AVWUS,  150, 063, 0, 1, 0, 1704
A1I9ZBV75AVWUS,  150, 075, 0, 0, 1, 2339
A1I9ZBV75AVWUS,  150, 074, 0, 1, 0, 653
A1I9ZBV75AVWUS,  150, 065, 0, 0, 1, 590
A1I9ZBV75AVWUS,  150, 025, 1, 0, 0, 838
A1I9ZBV75AVWUS,  150, 039, 1, 1, 1, 610
A1I9ZBV75AVWUS,  150, 022, 1, 1, 1, 1543
A1I9ZBV75AVWUS,  150, 044, 1, 0, 0, 1193
A1I9ZBV75AVWUS,  150, 018, 1, 1, 1, 1312
A1I9ZBV75AVWUS,  150, 092, 0, 1, 0, 864
A1I9ZBV75AVWUS,  150, 093, 0, 1, 0, 546
A1I9ZBV75AVWUS,  150, 043, 1, 0, 0, 525
A1I9ZBV75AVWUS,  150, 090, 0, 1, 0, 512
A1I9ZBV75AVWUS,  150, 055, 0, 1, 0, 471
A1I9ZBV75AVWUS,  150, 076, 0, 0, 1, 450
A1I9ZBV75AVWUS,  150, 094, 0, 1, 0, 732
A1I9ZBV75AVWUS,  150, 008, 1, 0, 0, 711
A1I9ZBV75AVWUS,  150, 026, 1, 0, 0, 576
A1I9ZBV75AVWUS,  150, 027, 1, 1, 1, 623
A1I9ZBV75AVWUS,  150, 072, 0, 1, 0, 550
A1I9ZBV75AVWUS,  150, 009, 1, 0, 0, 739
A1I9ZBV75AVWUS,  150, 054, 0, 1, 0, 719
A1I9ZBV75AVWUS,  150, 004, 1, 0, 0, 1248
A1I9ZBV75AVWUS,  150, 071, 0, 1, 0, 566
A1I9ZBV75AVWUS,  150, 001, 1, 0, 0, 779
A1I9ZBV75AVWUS,  150, 081, 0, 1, 0, 749
A1I9ZBV75AVWUS,  150, 084, 0, 0, 1, 932
A1I9ZBV75AVWUS,  150, 060, 0, 1, 0, 655
A1I9ZBV75AVWUS,  150, 056, 0, 1, 0, 524
A1I9ZBV75AVWUS,  150, 091, 0, 1, 0, 1726
A1I9ZBV75AVWUS,  150, 015, 1, 1, 1, 1650
A1I9ZBV75AVWUS,  150, 021, 1, 0, 0, 930
A1I9ZBV75AVWUS,  150, 045, 1, 1, 1, 542
A1I9ZBV75AVWUS,  150, 067, 0, 0, 1, 542
A1I9ZBV75AVWUS,  150, 020, 1, 1, 1, 539
A1I9ZBV75AVWUS,  150, 010, 1, 1, 1, 528
A1I9ZBV75AVWUS,  150, 086, 0, 0, 1, 1206
A1I9ZBV75AVWUS,  150, 061, 0, 1, 0, 1416
A1I9ZBV75AVWUS,  150, 083, 0, 1, 0, 541
A1I9ZBV75AVWUS,  150, 003, 1, 0, 0, 553
A1I9ZBV75AVWUS,  150, 079, 0, 0, 1, 1463
A1I9ZBV75AVWUS,  150, 035, 1, 0, 0, 1554
A1I9ZBV75AVWUS,  150, 096, 0, 0, 1, 2307
A1I9ZBV75AVWUS,  150, 023, 1, 1, 1, 2494
A1I9ZBV75AVWUS,  150, 066, 0, 0, 1, 1676
A1I9ZBV75AVWUS,  150, 058, 0, 0, 1, 2511
A1I9ZBV75AVWUS,  150, 038, 1, 1, 1, 569
A1I9ZBV75AVWUS,  150, 069, 0, 1, 0, 644
A1I9ZBV75AVWUS,  150, 006, 1, 0, 0, 563
A1I9ZBV75AVWUS,  150, 052, 0, 1, 0, 627
A1I9ZBV75AVWUS,  150, 077, 0, 0, 1, 677
A1I9ZBV75AVWUS,  150, 041, 1, 0, 0, 639
A1I9ZBV75AVWUS,  150, 057, 0, 0, 1, 568
A1I9ZBV75AVWUS,  150, 089, 0, 1, 0, 617
A1I9ZBV75AVWUS,  150, 034, 1, 0, 0, 744
A1I9ZBV75AVWUS,  150, 007, 1, 0, 0, 1604
A1I9ZBV75AVWUS,  150, 014, 1, 0, 0, 1206
A1I9ZBV75AVWUS,  150, 050, 0, 1, 0, 680
A1I9ZBV75AVWUS,  150, 068, 0, 1, 0, 687
A1I9ZBV75AVWUS,  150, 087, 0, 0, 1, 703
A1I9ZBV75AVWUS,  150, 085, 0, 0, 1, 1070
A1I9ZBV75AVWUS,  150, 031, 1, 0, 0, 543
A1I9ZBV75AVWUS,  150, 028, 1, 0, 0, 676
A1I9ZBV75AVWUS,  150, 095, 0, 0, 1, 660
A1I9ZBV75AVWUS,  150, 036, 1, 1, 1, 665
A1I9ZBV75AVWUS,  150, 040, 1, 0, 0, 546
A1I9ZBV75AVWUS,  150, 088, 0, 1, 0, 714
A1I9ZBV75AVWUS,  150, 049, 0, 0, 1, 868
A1I9ZBV75AVWUS,  150, 002, 1, 0, 0, 1101
A1I9ZBV75AVWUS,  150, 029, 1, 1, 1, 961
A1I9ZBV75AVWUS,  150, 062, 0, 0, 1, 1143
A1I9ZBV75AVWUS,  150, 051, 0, 1, 0, 785
A1I9ZBV75AVWUS,  150, 047, 1, 0, 0, 676
A1I9ZBV75AVWUS,  150, 012, 1, 1, 1, 946
A1I9ZBV75AVWUS,  150, 042, 1, 1, 1, 1073
A1I9ZBV75AVWUS,  150, 070, 0, 1, 0, 1537
A1I9ZBV75AVWUS,  150, 082, 0, 1, 0, 1202
A1I9ZBV75AVWUS,  150, 064, 0, 0, 1, 1026
A1I9ZBV75AVWUS,  150, 013, 1, 1, 1, 1101
A1I9ZBV75AVWUS,  150, 059, 0, 1, 0, 1532
A1I9ZBV75AVWUS,  150, 033, 1, 1, 1, 1447
A1I9ZBV75AVWUS,  150, 053, 0, 0, 1, 1837
A14W0AXTJ3R19V,  150, 033, 1, 1, 1, 3170
A14W0AXTJ3R19V,  150, 061, 0, 0, 1, 1089
A14W0AXTJ3R19V,  150, 094, 0, 1, 0, 1276
A14W0AXTJ3R19V,  150, 047, 1, 0, 0, 1016
A14W0AXTJ3R19V,  150, 059, 0, 1, 0, 1157
A14W0AXTJ3R19V,  150, 017, 1, 0, 0, 951
A14W0AXTJ3R19V,  150, 069, 0, 0, 1, 1747
A14W0AXTJ3R19V,  150, 030, 1, 1, 1, 928
A14W0AXTJ3R19V,  150, 027, 1, 0, 0, 1300
A14W0AXTJ3R19V,  150, 002, 1, 1, 1, 1290
A14W0AXTJ3R19V,  150, 023, 1, 0, 0, 1024
A14W0AXTJ3R19V,  150, 074, 0, 0, 1, 950
A14W0AXTJ3R19V,  150, 009, 1, 0, 0, 916
A14W0AXTJ3R19V,  150, 026, 1, 1, 1, 1020
A14W0AXTJ3R19V,  150, 093, 0, 0, 1, 935
A14W0AXTJ3R19V,  150, 055, 0, 1, 0, 971
A14W0AXTJ3R19V,  150, 010, 1, 1, 1, 1297
A14W0AXTJ3R19V,  150, 019, 1, 1, 1, 1387
A14W0AXTJ3R19V,  150, 037, 1, 0, 0, 1115
A14W0AXTJ3R19V,  150, 054, 0, 0, 1, 971
A14W0AXTJ3R19V,  150, 001, 1, 1, 1, 1102
A14W0AXTJ3R19V,  150, 086, 0, 0, 1, 991
A14W0AXTJ3R19V,  150, 046, 1, 0, 0, 3298
A14W0AXTJ3R19V,  150, 015, 1, 1, 1, 2014
A14W0AXTJ3R19V,  150, 028, 1, 1, 1, 3936
A14W0AXTJ3R19V,  150, 052, 0, 0, 1, 1795
A14W0AXTJ3R19V,  150, 060, 0, 0, 1, 4356
A14W0AXTJ3R19V,  150, 066, 0, 0, 1, 1018
A14W0AXTJ3R19V,  150, 040, 1, 1, 1, 968
A14W0AXTJ3R19V,  150, 056, 0, 1, 0, 857
A14W0AXTJ3R19V,  150, 068, 0, 0, 1, 1237
A14W0AXTJ3R19V,  150, 005, 1, 1, 1, 1499
A14W0AXTJ3R19V,  150, 007, 1, 0, 0, 1088
A14W0AXTJ3R19V,  150, 034, 1, 1, 1, 1992
A14W0AXTJ3R19V,  150, 035, 1, 1, 1, 1309
A14W0AXTJ3R19V,  150, 049, 0, 0, 1, 981
A14W0AXTJ3R19V,  150, 039, 1, 1, 1, 1012
A14W0AXTJ3R19V,  150, 045, 1, 0, 0, 1077
A14W0AXTJ3R19V,  150, 065, 0, 1, 0, 1991
A14W0AXTJ3R19V,  150, 031, 1, 0, 0, 1485
A14W0AXTJ3R19V,  150, 036, 1, 1, 1, 4328
A14W0AXTJ3R19V,  150, 042, 1, 0, 0, 3014
A14W0AXTJ3R19V,  150, 073, 0, 0, 1, 1423
A14W0AXTJ3R19V,  150, 038, 1, 1, 1, 2409
A14W0AXTJ3R19V,  150, 077, 0, 0, 1, 1063
A14W0AXTJ3R19V,  150, 048, 1, 0, 0, 1738
A14W0AXTJ3R19V,  150, 029, 1, 1, 1, 1293
A14W0AXTJ3R19V,  150, 051, 0, 0, 1, 956
A14W0AXTJ3R19V,  150, 058, 0, 1, 0, 3590
A14W0AXTJ3R19V,  150, 006, 1, 0, 0, 1082
A14W0AXTJ3R19V,  150, 013, 1, 1, 1, 1024
A14W0AXTJ3R19V,  150, 008, 1, 0, 0, 1419
A14W0AXTJ3R19V,  150, 072, 0, 1, 0, 1302
A14W0AXTJ3R19V,  150, 082, 0, 0, 1, 1083
A14W0AXTJ3R19V,  150, 004, 1, 1, 1, 2242
A14W0AXTJ3R19V,  150, 092, 0, 0, 1, 2071
A14W0AXTJ3R19V,  150, 096, 0, 0, 1, 1252
A14W0AXTJ3R19V,  150, 032, 1, 0, 0, 9114
A14W0AXTJ3R19V,  150, 050, 0, 1, 0, 1844
A14W0AXTJ3R19V,  150, 024, 1, 1, 1, 2055
A14W0AXTJ3R19V,  150, 053, 0, 1, 0, 1862
A14W0AXTJ3R19V,  150, 076, 0, 1, 0, 1245
A14W0AXTJ3R19V,  150, 041, 1, 0, 0, 1542
A14W0AXTJ3R19V,  150, 057, 0, 0, 1, 4118
A14W0AXTJ3R19V,  150, 022, 1, 1, 1, 2096
A14W0AXTJ3R19V,  150, 014, 1, 1, 1, 1188
A14W0AXTJ3R19V,  150, 071, 0, 0, 1, 1370
A14W0AXTJ3R19V,  150, 078, 0, 1, 0, 1173
A14W0AXTJ3R19V,  150, 081, 0, 1, 0, 2768
A14W0AXTJ3R19V,  150, 020, 1, 0, 0, 1786
A14W0AXTJ3R19V,  150, 095, 0, 0, 1, 4524
A14W0AXTJ3R19V,  150, 064, 0, 1, 0, 1091
A14W0AXTJ3R19V,  150, 085, 0, 0, 1, 1073
A14W0AXTJ3R19V,  150, 067, 0, 1, 0, 1083
A14W0AXTJ3R19V,  150, 012, 1, 1, 1, 1406
A14W0AXTJ3R19V,  150, 062, 0, 0, 1, 920
A14W0AXTJ3R19V,  150, 043, 1, 1, 1, 1137
A14W0AXTJ3R19V,  150, 088, 0, 0, 1, 907
A14W0AXTJ3R19V,  150, 087, 0, 1, 0, 1086
A14W0AXTJ3R19V,  150, 084, 0, 1, 0, 1296
A14W0AXTJ3R19V,  150, 063, 0, 1, 0, 1197
A14W0AXTJ3R19V,  150, 044, 1, 0, 0, 1172
A14W0AXTJ3R19V,  150, 021, 1, 1, 1, 1632
A14W0AXTJ3R19V,  150, 083, 0, 1, 0, 1337
A14W0AXTJ3R19V,  150, 089, 0, 0, 1, 996
A14W0AXTJ3R19V,  150, 025, 1, 1, 1, 1139
A14W0AXTJ3R19V,  150, 091, 0, 0, 1, 1475
A14W0AXTJ3R19V,  150, 079, 0, 1, 0, 4052
A14W0AXTJ3R19V,  150, 075, 0, 0, 1, 1269
A14W0AXTJ3R19V,  150, 003, 1, 1, 1, 1146
A14W0AXTJ3R19V,  150, 011, 1, 1, 1, 1018
A14W0AXTJ3R19V,  150, 070, 0, 0, 1, 2113
A14W0AXTJ3R19V,  150, 090, 0, 1, 0, 1097
A14W0AXTJ3R19V,  150, 080, 0, 0, 1, 1989
A14W0AXTJ3R19V,  150, 016, 1, 1, 1, 1162
A14W0AXTJ3R19V,  150, 018, 1, 0, 0, 2892
AU849EHZNGV2Z,  150, 065, 0, 0, 1, 1099
AU849EHZNGV2Z,  150, 078, 0, 0, 1, 1207
AU849EHZNGV2Z,  150, 036, 1, 1, 1, 1594
AU849EHZNGV2Z,  150, 008, 1, 0, 0, 1220
AU849EHZNGV2Z,  150, 048, 1, 1, 1, 1033
AU849EHZNGV2Z,  150, 019, 1, 1, 1, 1804
AU849EHZNGV2Z,  150, 087, 0, 0, 1, 1024
AU849EHZNGV2Z,  150, 095, 0, 0, 1, 919
AU849EHZNGV2Z,  150, 058, 0, 0, 1, 1176
AU849EHZNGV2Z,  150, 039, 1, 1, 1, 950
AU849EHZNGV2Z,  150, 043, 1, 1, 1, 1080
AU849EHZNGV2Z,  150, 023, 1, 1, 1, 1479
AU849EHZNGV2Z,  150, 073, 0, 0, 1, 1155
AU849EHZNGV2Z,  150, 056, 0, 1, 0, 1223
AU849EHZNGV2Z,  150, 011, 1, 0, 0, 1287
AU849EHZNGV2Z,  150, 034, 1, 0, 0, 1104
AU849EHZNGV2Z,  150, 045, 1, 1, 1, 1125
AU849EHZNGV2Z,  150, 049, 0, 0, 1, 1137
AU849EHZNGV2Z,  150, 035, 1, 0, 0, 1111
AU849EHZNGV2Z,  150, 004, 1, 1, 1, 919
AU849EHZNGV2Z,  150, 006, 1, 1, 1, 1044
AU849EHZNGV2Z,  150, 007, 1, 0, 0, 898
AU849EHZNGV2Z,  150, 089, 0, 1, 0, 1341
AU849EHZNGV2Z,  150, 038, 1, 0, 0, 1045
AU849EHZNGV2Z,  150, 005, 1, 0, 0, 2890
AU849EHZNGV2Z,  150, 014, 1, 1, 1, 1021
AU849EHZNGV2Z,  150, 070, 0, 0, 1, 1176
AU849EHZNGV2Z,  150, 060, 0, 0, 1, 1235
AU849EHZNGV2Z,  150, 001, 1, 0, 0, 1122
AU849EHZNGV2Z,  150, 003, 1, 1, 1, 889
AU849EHZNGV2Z,  150, 052, 0, 0, 1, 909
AU849EHZNGV2Z,  150, 054, 0, 0, 1, 960
AU849EHZNGV2Z,  150, 009, 1, 0, 0, 1094
AU849EHZNGV2Z,  150, 076, 0, 0, 1, 1032
AU849EHZNGV2Z,  150, 027, 1, 1, 1, 909
AU849EHZNGV2Z,  150, 092, 0, 1, 0, 1176
AU849EHZNGV2Z,  150, 050, 0, 0, 1, 778
AU849EHZNGV2Z,  150, 072, 0, 1, 0, 821
AU849EHZNGV2Z,  150, 010, 1, 0, 0, 1066
AU849EHZNGV2Z,  150, 085, 0, 0, 1, 922
AU849EHZNGV2Z,  150, 090, 0, 0, 1, 1194
AU849EHZNGV2Z,  150, 083, 0, 1, 0, 1100
AU849EHZNGV2Z,  150, 018, 1, 1, 1, 1041
AU849EHZNGV2Z,  150, 022, 1, 1, 1, 1037
AU849EHZNGV2Z,  150, 013, 1, 1, 1, 1161
AU849EHZNGV2Z,  150, 061, 0, 0, 1, 946
AU849EHZNGV2Z,  150, 032, 1, 1, 1, 792
AU849EHZNGV2Z,  150, 077, 0, 1, 0, 1149
AU849EHZNGV2Z,  150, 046, 1, 0, 0, 860
AU849EHZNGV2Z,  150, 020, 1, 1, 1, 1146
AU849EHZNGV2Z,  150, 066, 0, 0, 1, 891
AU849EHZNGV2Z,  150, 064, 0, 0, 1, 946
AU849EHZNGV2Z,  150, 028, 1, 1, 1, 898
AU849EHZNGV2Z,  150, 030, 1, 1, 1, 984
AU849EHZNGV2Z,  150, 016, 1, 0, 0, 1098
AU849EHZNGV2Z,  150, 093, 0, 0, 1, 1424
AU849EHZNGV2Z,  150, 063, 0, 1, 0, 1284
AU849EHZNGV2Z,  150, 059, 0, 1, 0, 1104
AU849EHZNGV2Z,  150, 041, 1, 0, 0, 814
AU849EHZNGV2Z,  150, 088, 0, 1, 0, 762
AU849EHZNGV2Z,  150, 031, 1, 1, 1, 1017
AU849EHZNGV2Z,  150, 062, 0, 0, 1, 900
AU849EHZNGV2Z,  150, 086, 0, 0, 1, 781
AU849EHZNGV2Z,  150, 040, 1, 1, 1, 1079
AU849EHZNGV2Z,  150, 067, 0, 0, 1, 723
AU849EHZNGV2Z,  150, 081, 0, 0, 1, 946
AU849EHZNGV2Z,  150, 025, 1, 1, 1, 779
AU849EHZNGV2Z,  150, 055, 0, 1, 0, 922
AU849EHZNGV2Z,  150, 024, 1, 1, 1, 1005
AU849EHZNGV2Z,  150, 037, 1, 1, 1, 871
AU849EHZNGV2Z,  150, 051, 0, 1, 0, 869
AU849EHZNGV2Z,  150, 080, 0, 0, 1, 1261
AU849EHZNGV2Z,  150, 053, 0, 0, 1, 832
AU849EHZNGV2Z,  150, 044, 1, 1, 1, 830
AU849EHZNGV2Z,  150, 029, 1, 1, 1, 969
AU849EHZNGV2Z,  150, 002, 1, 1, 1, 889
AU849EHZNGV2Z,  150, 084, 0, 1, 0, 931
AU849EHZNGV2Z,  150, 042, 1, 1, 1, 853
AU849EHZNGV2Z,  150, 079, 0, 0, 1, 796
AU849EHZNGV2Z,  150, 047, 1, 1, 1, 822
AU849EHZNGV2Z,  150, 021, 1, 1, 1, 785
AU849EHZNGV2Z,  150, 033, 1, 1, 1, 792
AU849EHZNGV2Z,  150, 017, 1, 1, 1, 1024
AU849EHZNGV2Z,  150, 026, 1, 0, 0, 1216
AU849EHZNGV2Z,  150, 071, 0, 0, 1, 887
AU849EHZNGV2Z,  150, 068, 0, 0, 1, 1028
AU849EHZNGV2Z,  150, 015, 1, 1, 1, 1783
AU849EHZNGV2Z,  150, 074, 0, 0, 1, 810
AU849EHZNGV2Z,  150, 057, 0, 0, 1, 890
AU849EHZNGV2Z,  150, 012, 1, 1, 1, 830
AU849EHZNGV2Z,  150, 075, 0, 0, 1, 891
AU849EHZNGV2Z,  150, 096, 0, 1, 0, 830
AU849EHZNGV2Z,  150, 069, 0, 0, 1, 791
AU849EHZNGV2Z,  150, 082, 0, 0, 1, 864
AU849EHZNGV2Z,  150, 094, 0, 0, 1, 806
AU849EHZNGV2Z,  150, 091, 0, 0, 1, 961
A3RQN5RZD1N2KP,  150, 073, 0, 0, 1, 1259
A3RQN5RZD1N2KP,  150, 051, 0, 1, 0, 1380
A3RQN5RZD1N2KP,  150, 032, 1, 0, 0, 1500
A3RQN5RZD1N2KP,  150, 066, 0, 0, 1, 1273
A3RQN5RZD1N2KP,  150, 093, 0, 1, 0, 1186
A3RQN5RZD1N2KP,  150, 022, 1, 0, 0, 1463
A3RQN5RZD1N2KP,  150, 095, 0, 1, 0, 1440
A3RQN5RZD1N2KP,  150, 060, 0, 1, 0, 1308
A3RQN5RZD1N2KP,  150, 058, 0, 1, 0, 1725
A3RQN5RZD1N2KP,  150, 043, 1, 0, 0, 1302
A3RQN5RZD1N2KP,  150, 080, 0, 1, 0, 1261
A3RQN5RZD1N2KP,  150, 024, 1, 0, 0, 1030
A3RQN5RZD1N2KP,  150, 078, 0, 1, 0, 1396
A3RQN5RZD1N2KP,  150, 018, 1, 1, 1, 1553
A3RQN5RZD1N2KP,  150, 086, 0, 0, 1, 1766
A3RQN5RZD1N2KP,  150, 026, 1, 0, 0, 1393
A3RQN5RZD1N2KP,  150, 049, 0, 1, 0, 1439
A3RQN5RZD1N2KP,  150, 042, 1, 1, 1, 1561
A3RQN5RZD1N2KP,  150, 085, 0, 0, 1, 1473
A3RQN5RZD1N2KP,  150, 015, 1, 0, 0, 2123
A3RQN5RZD1N2KP,  150, 019, 1, 1, 1, 1838
A3RQN5RZD1N2KP,  150, 088, 0, 1, 0, 1482
A3RQN5RZD1N2KP,  150, 010, 1, 0, 0, 1378
A3RQN5RZD1N2KP,  150, 083, 0, 0, 1, 1392
A3RQN5RZD1N2KP,  150, 023, 1, 1, 1, 1531
A3RQN5RZD1N2KP,  150, 025, 1, 1, 1, 1454
A3RQN5RZD1N2KP,  150, 096, 0, 0, 1, 1378
A3RQN5RZD1N2KP,  150, 003, 1, 0, 0, 1246
A3RQN5RZD1N2KP,  150, 016, 1, 1, 1, 1300
A3RQN5RZD1N2KP,  150, 009, 1, 1, 1, 1783
A3RQN5RZD1N2KP,  150, 072, 0, 0, 1, 3588
A3RQN5RZD1N2KP,  150, 063, 0, 1, 0, 1735
A3RQN5RZD1N2KP,  150, 062, 0, 0, 1, 1257
A3RQN5RZD1N2KP,  150, 035, 1, 1, 1, 1473
A3RQN5RZD1N2KP,  150, 039, 1, 0, 0, 1640
A3RQN5RZD1N2KP,  150, 054, 0, 0, 1, 1187
A3RQN5RZD1N2KP,  150, 079, 0, 0, 1, 1344
A3RQN5RZD1N2KP,  150, 002, 1, 1, 1, 1326
A3RQN5RZD1N2KP,  150, 048, 1, 0, 0, 1448
A3RQN5RZD1N2KP,  150, 069, 0, 0, 1, 1195
A3RQN5RZD1N2KP,  150, 004, 1, 1, 1, 1530
A3RQN5RZD1N2KP,  150, 046, 1, 0, 0, 1476
A3RQN5RZD1N2KP,  150, 011, 1, 0, 0, 1441
A3RQN5RZD1N2KP,  150, 029, 1, 1, 1, 1738
A3RQN5RZD1N2KP,  150, 084, 0, 0, 1, 1111
A3RQN5RZD1N2KP,  150, 090, 0, 0, 1, 1369
A3RQN5RZD1N2KP,  150, 034, 1, 1, 1, 1311
A3RQN5RZD1N2KP,  150, 037, 1, 1, 1, 1373
A3RQN5RZD1N2KP,  150, 064, 0, 0, 1, 1307
A3RQN5RZD1N2KP,  150, 067, 0, 0, 1, 1443
A3RQN5RZD1N2KP,  150, 031, 1, 0, 0, 1181
A3RQN5RZD1N2KP,  150, 041, 1, 1, 1, 1261
